id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,traffic_from_avg,traffic_into_avg
id3569425,2,2016-01-04 09:24:06,2016-01-04 09:33:33,6,-73.965,40.765,-73.97500000000001,40.75,N,567,299.5757316502052,0.0
id1218121,1,2016-01-04 09:08:49,2016-01-04 09:38:22,3,-73.995,40.735,-74.005,40.730000000000004,N,1773,1676.8066133577852,0.0
id2881724,2,2016-01-04 09:16:55,2016-01-04 09:46:47,1,-73.875,40.775,-73.97500000000001,40.75,N,1792,190.271904560008,0.0
id1014105,1,2016-01-04 09:12:18,2016-01-04 09:33:52,1,-73.875,40.775,-73.95,40.78,N,1294,191.0589650790408,0.0
id1355716,1,2016-01-04 08:00:11,2016-01-04 08:04:35,1,-73.97,40.805,-73.97500000000001,40.79,N,264,153.0666280837356,0.0
id0553496,2,2016-01-04 09:12:44,2016-01-04 09:15:57,1,-73.965,40.765,-73.96000000000001,40.765,N,193,428.888888889279,0.0
id3327013,2,2016-01-04 08:43:10,2016-01-04 08:53:01,6,-74.005,40.75,-73.985,40.765,N,591,241.0293159975588,0.0
id3917311,1,2016-01-04 09:14:13,2016-01-04 10:10:55,1,-73.78,40.645,-73.97500000000001,40.79,N,3402,142.86407970005865,0.0
id1192624,1,2016-01-04 08:59:20,2016-01-04 09:06:30,1,-73.98,40.755,-73.99,40.74,N,430,227.19147197465546,0.0
id0650004,1,2016-01-04 08:23:55,2016-01-04 08:29:05,1,-74.005,40.715,-74.015,40.715,N,310,344.44444444426824,0.0
id1418464,1,2016-01-04 08:24:44,2016-01-04 08:29:14,1,-73.99,40.745,-73.98,40.755,N,270,188.94058752637562,0.0
id3570362,1,2016-01-04 08:38:40,2016-01-04 08:55:00,1,-73.985,40.735,-74.015,40.715,N,980,280.36184306340095,0.0
id2725114,1,2016-01-04 09:05:50,2016-01-04 09:18:16,1,-73.96000000000001,40.77,-73.97500000000001,40.755,N,746,348.02389702386057,0.0
id1130895,1,2016-01-04 08:18:12,2016-01-04 08:38:00,1,-73.99,40.75,-73.955,40.765,N,1188,333.4300917683964,0.0
id2538589,2,2016-01-04 08:33:09,2016-01-04 08:37:24,1,-74.005,40.75,-73.995,40.745,N,255,241.1650797552554,0.0
id1764322,1,2016-01-04 08:59:24,2016-01-04 09:13:33,2,-73.79,40.645,-73.83500000000001,40.675000000000004,N,849,161.92326854476505,0.0
id0636838,2,2016-01-04 08:55:28,2016-01-04 09:00:17,1,-73.97,40.755,-73.97500000000001,40.755,N,289,642.222222220981,0.0
id0558538,1,2016-01-04 09:08:53,2016-01-04 09:12:31,1,-73.985,40.75,-73.99,40.745,N,218,305.1040598574065,0.0
id3490820,1,2016-01-04 09:09:33,2016-01-04 09:22:15,1,-73.775,40.645,-73.735,40.660000000000004,N,762,192.11439029826235,0.0
id1995870,1,2016-01-04 08:10:13,2016-01-04 08:27:17,1,-73.97500000000001,40.75,-74.01,40.7,N,1024,160.46096886521167,0.0
id1169601,1,2016-01-04 08:46:39,2016-01-04 09:00:27,1,-73.96000000000001,40.765,-73.98,40.76,N,828,439.57906522243235,0.0
id1917015,2,2016-01-04 09:02:58,2016-01-04 09:16:51,5,-73.96000000000001,40.78,-73.97,40.76,N,833,347.7359506441855,0.0
id3292670,2,2016-01-04 09:17:54,2016-01-04 09:24:50,1,-73.965,40.795,-73.98,40.785000000000004,N,416,238.0214830905608,0.0
id3544748,2,2016-01-04 08:27:12,2016-01-04 08:32:28,6,-73.95,40.79,-73.955,40.78,N,316,263.82847635917443,0.0
id0268527,2,2016-01-04 09:27:09,2016-01-04 09:32:28,1,-73.99,40.735,-73.98,40.74,N,319,301.6927860467705,0.0
id3224658,1,2016-01-04 09:06:18,2016-01-04 09:20:52,1,-74.005,40.75,-73.98,40.765,N,874,312.2479199571803,0.0
id1937144,1,2016-01-04 09:06:18,2016-01-04 09:27:07,1,-73.965,40.77,-73.94,40.84,N,1249,154.40311494677618,0.0
id2095458,1,2016-01-04 09:23:41,2016-01-04 09:26:50,1,-73.985,40.725,-73.985,40.730000000000004,N,189,340.54054054036635,0.0
id2178460,2,2016-01-04 08:51:57,2016-01-04 08:58:15,1,-74.0,40.745,-74.0,40.76,N,378,227.02702702701842,0.0
id0976738,2,2016-01-04 08:39:47,2016-01-04 08:59:19,1,-73.99,40.755,-73.97500000000001,40.755,N,1172,868.1481481489377,0.0
id0921657,2,2016-01-04 08:04:56,2016-01-04 08:15:55,1,-73.96000000000001,40.76,-73.97,40.745,N,659,348.18413960766964,0.0
id0991259,2,2016-01-04 08:27:21,2016-01-04 08:53:31,5,-73.965,40.755,-74.005,40.74,N,1570,395.8262372288191,0.0
id3876464,1,2016-01-04 08:02:31,2016-01-04 08:21:25,1,-74.01,40.74,-73.97500000000001,40.755,N,1134,318.2741785061965,0.0
id1404736,2,2016-01-04 08:39:53,2016-01-04 08:52:30,1,-73.98,40.775,-73.97,40.800000000000004,N,757,259.4867293492,0.0
id1411478,2,2016-01-04 08:59:07,2016-01-04 09:19:58,5,-73.955,40.77,-74.015,40.715,N,1251,153.4870831766126,0.0
id0147540,1,2016-01-04 09:11:15,2016-01-04 09:17:59,1,-73.97500000000001,40.755,-73.98,40.76,N,404,565.4222026720089,0.0
id1954090,2,2016-01-04 09:02:27,2016-01-04 09:14:43,1,-74.005,40.74,-73.985,40.745,N,736,390.7369468644325,0.0
id2418725,2,2016-01-04 08:21:21,2016-01-04 08:29:10,1,-73.98,40.74,-73.97,40.745,N,469,443.554597667226,0.0
id1999643,1,2016-01-04 08:02:55,2016-01-04 08:17:00,1,-73.97500000000001,40.79,-73.94,40.84,N,845,132.4116393467538,0.0
id1276372,1,2016-01-04 09:22:38,2016-01-04 10:21:29,1,-73.775,40.645,-73.9,40.86,N,3531,133.83252583417053,0.0
id3544210,1,2016-01-04 08:48:34,2016-01-04 09:03:09,1,-73.985,40.755,-73.97,40.75,N,875,599.4662477681522,0.0
id1578972,1,2016-01-04 08:29:01,2016-01-04 08:32:24,1,-73.98,40.78,-73.98,40.785000000000004,N,203,365.76576576557864,0.0
id1911744,2,2016-01-04 09:11:17,2016-01-04 09:30:03,1,-74.0,40.725,-74.01,40.705,N,1126,470.04883604474713,0.0
id2323281,1,2016-01-04 08:37:41,2016-01-04 08:52:38,1,-73.955,40.785000000000004,-73.97,40.76,N,897,290.67166652426124,0.0
id1155724,1,2016-01-04 08:42:34,2016-01-04 08:52:55,1,-73.98,40.745,-74.0,40.730000000000004,N,621,253.2643066573887,0.0
id2245542,2,2016-01-04 08:03:32,2016-01-04 08:10:19,6,-74.005,40.730000000000004,-73.985,40.74,N,407,192.45919109874046,0.0
id2954756,1,2016-01-04 08:03:02,2016-01-04 08:11:15,1,-74.01,40.705,-74.005,40.725,N,493,217.64572645119893,0.0
id2856591,2,2016-01-04 08:45:10,2016-01-04 08:57:20,2,-73.955,40.78,-73.97500000000001,40.765,N,730,297.71810605440027,0.0
id3224416,1,2016-01-04 09:09:43,2016-01-04 09:25:29,1,-73.97500000000001,40.79,-73.955,40.77,N,946,330.99591814801335,0.0
id0729185,2,2016-01-04 08:31:15,2016-01-04 08:48:04,2,-74.005,40.72,-73.97500000000001,40.755,N,1009,213.27003296190261,0.0
id1416616,2,2016-01-04 08:30:31,2016-01-04 08:40:53,1,-74.005,40.745,-73.985,40.74,N,622,330.21519150771337,0.0
id0804069,1,2016-01-04 08:39:03,2016-01-04 08:46:05,1,-73.985,40.755,-74.0,40.76,N,422,289.1140074950997,0.0
id0294849,2,2016-01-04 08:32:43,2016-01-04 08:40:08,5,-73.98,40.745,-73.97,40.76,N,445,235.11675588067254,0.0
id3731777,1,2016-01-04 09:24:16,2016-01-04 09:32:19,1,-73.995,40.76,-73.99,40.77,N,483,403.2568167131404,0.0
id0058049,2,2016-01-04 08:27:09,2016-01-04 08:36:39,2,-74.005,40.735,-73.99,40.745,N,570,326.13520519620107,0.0
id1084148,1,2016-01-04 09:17:59,2016-01-04 09:28:23,1,-73.97500000000001,40.775,-73.97500000000001,40.755,N,624,281.08108108113703,0.0
id0664099,2,2016-01-04 09:28:36,2016-01-04 10:00:51,5,-73.865,40.77,-73.98,40.72,N,1935,164.76291731856273,0.0
id1398212,2,2016-01-04 09:14:06,2016-01-04 09:18:06,1,-73.96000000000001,40.775,-73.97,40.76,N,240,126.80454249748212,0.0
id0547365,2,2016-01-04 08:46:00,2016-01-04 08:56:12,5,-74.0,40.735,-73.97500000000001,40.755,N,612,193.61950973041448,0.0
id1449795,1,2016-01-04 09:22:51,2016-01-04 09:41:45,1,-73.95,40.775,-73.98,40.765,N,1134,388.4541285538026,0.0
id2061964,1,2016-01-04 08:55:37,2016-01-04 09:03:33,1,-73.985,40.735,-73.985,40.74,N,476,857.6576576572189,0.0
id2260936,2,2016-01-04 08:05:33,2016-01-04 08:11:15,1,-73.995,40.765,-73.985,40.76,N,342,323.44493049495077,0.0
id3420015,2,2016-01-04 08:22:26,2016-01-04 08:34:36,2,-74.0,40.755,-73.99,40.74,N,730,385.6971500963842,0.0
id2126286,2,2016-01-04 08:55:47,2016-01-04 08:58:29,1,-73.98,40.765,-73.99,40.77,N,162,153.21075655039755,0.0
id1973389,2,2016-01-04 08:08:20,2016-01-04 08:32:42,1,-73.93,40.765,-73.995,40.77,N,1462,248.79736813696732,0.0
id0696368,2,2016-01-04 09:27:42,2016-01-04 09:32:29,1,-73.95,40.77,-73.955,40.765,N,287,401.67369348199855,0.0
id2447171,1,2016-01-04 08:34:50,2016-01-04 08:41:51,1,-73.995,40.735,-73.99,40.75,N,421,244.09488796686622,0.0
id3258318,2,2016-01-04 09:15:46,2016-01-04 09:26:48,2,-73.955,40.775,-73.97,40.76,N,662,308.8362196109862,0.0
id0668492,2,2016-01-04 08:28:11,2016-01-04 08:45:09,1,-74.005,40.735,-73.97500000000001,40.765,N,1018,237.45866432329532,0.0
id1615220,2,2016-01-04 08:21:48,2016-01-04 08:41:19,1,-73.965,40.79,-73.97,40.76,N,1171,348.4841249280674,0.0
id3531992,1,2016-01-04 09:14:01,2016-01-04 09:23:20,1,-73.995,40.74,-73.98,40.76,N,559,215.14485780557703,0.0
id3832982,2,2016-01-04 08:48:56,2016-01-04 08:57:47,3,-73.99,40.74,-73.98,40.755,N,531,280.55505027567915,0.0
id3182907,2,2016-01-04 08:16:50,2016-01-04 08:29:31,1,-73.995,40.69,-74.0,40.725,N,761,194.5806381298223,0.0
id3268841,1,2016-01-04 08:24:44,2016-01-04 08:44:29,1,-73.955,40.775,-73.93,40.765,N,1185,472.3177659816609,0.0
id2238073,2,2016-01-04 08:10:07,2016-01-04 08:17:02,2,-73.99,40.75,-73.99,40.735,N,415,249.2492492492398,0.0
id0593282,2,2016-01-04 09:18:35,2016-01-04 09:36:15,1,-74.01,40.71,-74.005,40.74,N,1060,315.45104391437457,0.0
id2499647,2,2016-01-04 08:51:02,2016-01-04 08:56:59,1,-73.97,40.76,-73.965,40.775,N,357,206.9878266132734,0.0
id1290583,2,2016-01-04 09:12:10,2016-01-04 09:15:25,1,-73.985,40.77,-73.99,40.76,N,195,162.80554712027728,0.0
id3875981,2,2016-01-04 09:28:58,2016-01-04 09:44:28,5,-73.965,40.755,-73.98,40.775,N,930,357.9333054726058,0.0
id0790473,1,2016-01-04 08:26:55,2016-01-04 08:36:00,1,-73.98,40.77,-73.98,40.755,N,545,327.32732732731495,0.0
id0934945,1,2016-01-04 08:03:01,2016-01-04 08:08:50,1,-73.985,40.735,-73.98,40.725,N,349,291.38018433339204,0.0
id0874926,1,2016-01-04 08:52:04,2016-01-04 09:14:23,1,-73.99,40.75,-73.955,40.785000000000004,N,1339,267.71581661142585,0.0
id2822719,2,2016-01-04 09:06:12,2016-01-04 09:21:29,5,-73.98,40.745,-74.005,40.730000000000004,N,917,327.61023180867534,0.0
id0353732,1,2016-01-04 09:16:23,2016-01-04 09:21:30,1,-73.97500000000001,40.765,-73.98,40.755,N,307,256.3143741843878,0.0
id0634212,2,2016-01-04 09:18:53,2016-01-04 09:54:59,5,-73.875,40.775,-73.98,40.730000000000004,N,2166,202.64017361680555,0.0
id2172290,2,2016-01-04 09:17:59,2016-01-04 09:29:04,3,-73.985,40.76,-73.97,40.75,N,665,380.49107272890126,0.0
id3650362,2,2016-01-04 08:50:53,2016-01-04 08:54:42,1,-74.0,40.74,-74.005,40.730000000000004,N,229,191.19215533623716,0.0
id1719547,2,2016-01-04 09:01:15,2016-01-04 09:10:10,5,-73.985,40.735,-74.0,40.74,N,535,366.5307914925274,0.0
id0430233,2,2016-01-04 08:28:16,2016-01-04 08:33:30,3,-73.98,40.745,-73.985,40.735,N,314,262.1586758758885,0.0
id0368969,2,2016-01-04 08:11:55,2016-01-04 08:14:11,1,-73.98,40.745,-73.985,40.74,N,136,190.34014743414158,0.0
id1758510,2,2016-01-04 09:05:23,2016-01-04 09:28:10,2,-74.005,40.75,-73.97,40.765,N,1367,383.6691375819847,0.0
id1326748,2,2016-01-04 09:04:54,2016-01-04 09:15:21,1,-73.96000000000001,40.765,-73.97,40.76,N,627,592.9823725746868,0.0
id0260014,2,2016-01-04 08:35:41,2016-01-04 08:41:53,2,-73.98,40.765,-73.97500000000001,40.755,N,372,310.58288989118,0.0
id3529213,1,2016-01-04 09:22:32,2016-01-04 09:30:21,1,-73.99,40.75,-73.995,40.74,N,469,391.56821333038977,0.0
id3308686,2,2016-01-04 09:28:57,2016-01-04 09:34:14,1,-73.98,40.765,-73.97500000000001,40.755,N,317,264.6633766008174,0.0
id1112955,1,2016-01-04 08:53:44,2016-01-04 09:02:17,1,-73.955,40.775,-73.97,40.765,N,513,293.521684676581,0.0
id3111608,2,2016-01-04 08:57:32,2016-01-04 09:05:15,2,-73.955,40.765,-73.97,40.77,N,463,317.20328310474804,0.0
id0547872,1,2016-01-04 08:41:06,2016-01-04 09:14:21,1,-73.985,40.735,-73.785,40.645,N,1995,96.90861184011423,0.0
id1279543,1,2016-01-04 08:48:17,2016-01-04 08:55:41,1,-73.99,40.75,-74.005,40.730000000000004,N,444,170.88428777401825,0.0
id1349521,1,2016-01-04 08:00:03,2016-01-04 08:07:39,1,-73.995,40.730000000000004,-73.98,40.735,N,456,312.407553122667,0.0
id3579003,2,2016-01-04 09:26:16,2016-01-04 09:39:02,5,-73.955,40.775,-73.97,40.76,N,766,357.3542964078783,0.0
id2440925,1,2016-01-04 08:23:40,2016-01-04 08:28:12,1,-73.97500000000001,40.755,-73.985,40.76,N,272,257.2427517390398,0.0
id3650073,2,2016-01-04 08:42:51,2016-01-04 08:57:47,1,-73.97500000000001,40.75,-73.96000000000001,40.775,N,896,290.3476178436989,0.0
id3596418,1,2016-01-04 08:09:21,2016-01-04 08:30:19,1,-73.93,40.765,-73.965,40.715,N,1258,197.12880745355108,0.0
id3870283,1,2016-01-04 08:54:38,2016-01-04 09:16:20,1,-74.015,40.705,-73.97500000000001,40.755,N,1302,196.81578301081265,0.0
id0915019,2,2016-01-04 08:09:19,2016-01-04 08:14:57,1,-73.98,40.775,-73.97,40.765,N,338,236.52562438483827,0.0
id3500321,2,2016-01-04 09:11:30,2016-01-04 09:18:19,1,-73.98,40.745,-73.98,40.755,N,409,368.46846846828,0.0
id1937355,2,2016-01-04 08:31:45,2016-01-04 08:39:00,3,-74.01,40.71,-74.0,40.72,N,435,304.40427990356403,0.0
id1938438,2,2016-01-04 08:35:34,2016-01-04 08:42:16,1,-73.97500000000001,40.75,-73.97,40.76,N,402,335.6298971403341,0.0
id1758772,2,2016-01-04 09:02:07,2016-01-04 09:17:40,1,-73.97500000000001,40.76,-73.985,40.72,N,933,205.94671681442802,0.0
id1895824,1,2016-01-04 08:46:43,2016-01-04 08:55:43,1,-73.98,40.745,-74.0,40.74,N,540,286.68199905814345,0.0
id2759147,2,2016-01-04 08:07:07,2016-01-04 08:18:50,1,-73.95,40.77,-73.97,40.765,N,703,373.2174913663888,0.0
id1914726,2,2016-01-04 08:23:11,2016-01-04 08:33:08,5,-73.98,40.765,-73.97500000000001,40.75,N,597,346.1393066894236,0.0
id2102169,2,2016-01-04 09:28:01,2016-01-04 09:35:26,1,-73.955,40.78,-73.96000000000001,40.775,N,445,622.8041588825361,0.0
id3347455,1,2016-01-04 08:54:24,2016-01-04 09:05:39,1,-73.98,40.745,-74.005,40.76,N,675,241.15256976098016,0.0
id3559959,1,2016-01-04 08:54:20,2016-01-04 09:09:24,1,-73.955,40.78,-73.97500000000001,40.76,N,904,316.3005391181183,0.0
id1669573,1,2016-01-04 08:08:38,2016-01-04 08:12:41,1,-73.995,40.75,-73.995,40.74,N,243,218.91891891896248,0.0
id1532503,1,2016-01-04 09:16:09,2016-01-04 09:46:20,2,-73.985,40.77,-73.995,40.695,N,1811,216.27735292993094,0.0
id2374640,2,2016-01-04 08:54:27,2016-01-04 09:09:50,1,-73.955,40.785000000000004,-73.97,40.76,N,923,299.0969322206166,0.0
id2040606,2,2016-01-04 08:43:55,2016-01-04 09:27:11,2,-73.84,40.745,-73.99,40.755,N,2596,191.6495646619925,0.0
id0408755,1,2016-01-04 09:11:03,2016-01-04 09:30:39,1,-73.955,40.77,-74.015,40.7,N,1176,124.2842213890862,0.0
id2726680,2,2016-01-04 09:04:48,2016-01-04 09:09:50,1,-73.995,40.75,-74.005,40.75,N,302,335.55555555586074,0.0
id1748159,2,2016-01-04 08:55:36,2016-01-04 09:12:44,1,-73.96000000000001,40.76,-74.0,40.72,N,1028,179.84344812696466,0.0
id1702371,1,2016-01-04 09:13:44,2016-01-04 09:17:15,1,-73.985,40.735,-73.99,40.735,N,211,468.88888888931535,0.0
id2503958,2,2016-01-04 08:56:57,2016-01-04 09:07:10,2,-73.99,40.72,-74.0,40.735,N,613,323.87993562888147,0.0
id1819371,2,2016-01-04 08:51:28,2016-01-04 08:55:21,1,-73.99,40.75,-73.995,40.735,N,233,135.09289524056967,0.0
id2973844,2,2016-01-04 09:09:05,2016-01-04 09:15:55,1,-73.98,40.775,-73.98,40.76,N,410,246.24624624623692,0.0
id2167344,1,2016-01-04 09:25:34,2016-01-04 09:28:11,1,-73.97,40.755,-73.965,40.755,N,157,348.8888888892062,0.0
id3679531,1,2016-01-04 09:06:52,2016-01-04 09:13:35,1,-73.99,40.755,-73.98,40.76,N,403,381.13540055453325,0.0
id2348705,2,2016-01-04 09:12:45,2016-01-04 09:22:27,1,-73.985,40.735,-73.97,40.755,N,582,223.99697181183066,0.0
id3383873,2,2016-01-04 09:04:19,2016-01-04 09:09:04,1,-74.01,40.715,-74.0,40.72,N,285,269.53744207923114,0.0
id0033323,1,2016-01-04 08:01:49,2016-01-04 08:15:43,2,-73.995,40.730000000000004,-73.97500000000001,40.735,N,834,442.76442076757706,0.0
id2052997,2,2016-01-04 09:13:29,2016-01-04 09:17:51,1,-73.99,40.775,-73.99,40.77,N,262,472.07207207250144,0.0
id2135761,2,2016-01-04 08:08:03,2016-01-04 08:10:53,1,-73.995,40.755,-73.995,40.76,N,170,306.3063063065849,0.0
id2930317,2,2016-01-04 09:23:48,2016-01-04 09:30:19,1,-73.98,40.75,-73.97500000000001,40.76,N,391,326.4459944823962,0.0
id3993551,2,2016-01-04 08:05:57,2016-01-04 08:15:18,1,-73.97,40.79,-73.95,40.785000000000004,N,561,297.8307434659601,0.0
id3016023,1,2016-01-04 08:33:24,2016-01-04 08:42:52,1,-74.005,40.735,-74.01,40.715,N,568,250.75613108381987,0.0
id0176597,2,2016-01-04 08:45:57,2016-01-04 08:53:45,3,-73.97,40.745,-73.98,40.755,N,468,327.49701837886647,0.0
id3677633,2,2016-01-04 08:59:31,2016-01-04 09:11:47,1,-73.925,40.76,-73.895,40.775,N,736,232.02287411734554,0.0
id1807050,2,2016-01-04 09:17:21,2016-01-04 09:44:39,1,-73.985,40.775,-73.97,40.765,N,1638,937.2095896690831,0.0
id1811545,1,2016-01-04 08:26:30,2016-01-04 08:55:39,1,-73.97500000000001,40.79,-73.97500000000001,40.755,N,1749,450.19305019309405,0.0
id0563647,2,2016-01-04 09:22:36,2016-01-04 09:47:23,1,-73.98,40.78,-73.98,40.745,N,1487,382.75418275414233,0.0
id3604265,1,2016-01-04 08:57:09,2016-01-04 09:15:47,1,-73.97,40.745,-74.0,40.76,N,1118,352.44778975977215,0.0
id2092885,2,2016-01-04 08:22:10,2016-01-04 08:33:21,1,-73.985,40.72,-73.97500000000001,40.75,N,671,194.52217318978495,0.0
id2247866,2,2016-01-04 09:19:47,2016-01-04 09:46:40,1,-73.91,40.875,-73.965,40.805,N,1613,175.08278667636458,0.0
id2754066,2,2016-01-04 09:00:35,2016-01-04 09:08:11,1,-74.0,40.74,-74.0,40.72,N,456,205.4054054053733,0.0
id2030672,2,2016-01-04 08:16:15,2016-01-04 08:42:07,6,-73.955,40.765,-73.94,40.84,N,1552,184.02254672242572,0.0
id0706543,2,2016-01-04 09:27:04,2016-01-04 09:31:32,2,-73.965,40.765,-73.965,40.775,N,268,241.44144144148947,0.0
id0985155,2,2016-01-04 09:07:17,2016-01-04 09:32:29,1,-73.955,40.745,-73.97500000000001,40.755,N,1512,714.9835305677859,0.0
id1832710,2,2016-01-04 08:46:07,2016-01-04 09:04:49,6,-74.01,40.725,-73.985,40.77,N,1122,204.80548782276313,0.0
id2766649,1,2016-01-04 08:54:17,2016-01-04 08:58:03,1,-73.98,40.78,-73.97,40.795,N,226,119.40761085175728,0.0
id1604780,1,2016-01-04 09:01:13,2016-01-04 09:12:13,1,-73.98,40.74,-73.99,40.75,N,660,461.8547695091162,0.0
id2397322,2,2016-01-04 09:09:13,2016-01-04 09:40:10,1,-73.935,40.75,-73.985,40.75,N,1857,412.6666666666901,0.0
id0626993,1,2016-01-04 08:21:05,2016-01-04 08:26:17,1,-73.99,40.765,-73.97500000000001,40.755,N,312,178.5161123180215,0.0
id3878807,2,2016-01-04 08:39:18,2016-01-04 08:50:41,1,-73.99,40.745,-73.97500000000001,40.76,N,683,318.63313896432453,0.0
id3419604,1,2016-01-04 08:36:06,2016-01-04 08:47:04,1,-73.97500000000001,40.785000000000004,-73.98,40.76,N,658,234.05960517397557,0.0
id2911720,2,2016-01-04 09:22:34,2016-01-04 09:40:13,1,-73.965,40.79,-73.97,40.76,N,1059,315.1534485899431,0.0
id3060764,1,2016-01-04 08:54:08,2016-01-04 08:57:39,1,-73.93,40.735,-73.92,40.74,N,211,199.55228167963335,0.0
id1306773,2,2016-01-04 09:07:45,2016-01-04 09:22:50,5,-73.97,40.77,-73.97,40.755,N,905,543.5435435435229,0.0
id1861444,1,2016-01-04 08:39:11,2016-01-04 08:39:21,1,-73.995,40.755,-73.995,40.755,N,10,10.0,10.0
id1557445,2,2016-01-04 08:09:14,2016-01-04 08:27:45,1,-73.99,40.76,-74.015,40.71,N,1111,185.51483369301263,0.0
id0659335,1,2016-01-04 08:56:12,2016-01-04 09:12:33,1,-73.98,40.730000000000004,-74.005,40.705,N,981,274.59365387165104,0.0
id2544835,2,2016-01-04 08:05:16,2016-01-04 08:10:42,1,-73.98,40.74,-73.99,40.735,N,326,308.31300392240496,0.0
id0523849,1,2016-01-04 08:35:41,2016-01-04 08:43:07,1,-73.97500000000001,40.785000000000004,-73.985,40.77,N,446,235.64510814115425,0.0
id0746369,1,2016-01-04 08:56:46,2016-01-04 09:09:11,1,-73.96000000000001,40.775,-73.97500000000001,40.76,N,745,347.55737705465964,0.0
id0740824,2,2016-01-04 08:33:36,2016-01-04 08:39:41,1,-73.97,40.765,-73.97,40.765,N,365,365.0,365.0
id0430487,1,2016-01-04 08:46:33,2016-01-04 09:07:53,2,-74.005,40.72,-73.98,40.77,N,1280,213.7344618605277,0.0
id0963401,2,2016-01-04 08:52:01,2016-01-04 09:04:28,5,-73.94500000000001,40.775,-73.965,40.765,N,747,353.23591093552614,0.0
id0132367,1,2016-01-04 08:53:47,2016-01-04 09:17:57,2,-74.01,40.72,-73.98,40.75,N,1450,338.22697767064193,0.0
id1594180,1,2016-01-04 08:42:27,2016-01-04 08:57:54,1,-73.99,40.75,-73.97500000000001,40.76,N,927,530.3988337141216,0.0
id0213140,1,2016-01-04 08:22:51,2016-01-04 08:47:05,1,-73.95,40.83,-73.985,40.74,N,1454,138.80859598155988,0.0
id0283086,2,2016-01-04 08:16:02,2016-01-04 08:22:40,3,-73.97500000000001,40.74,-73.97500000000001,40.755,N,398,239.03903903902997,0.0
id3050946,2,2016-01-04 08:54:08,2016-01-04 10:02:57,1,-73.78,40.645,-73.94500000000001,40.715,N,4129,246.36134661887385,0.0
id0749596,2,2016-01-04 08:13:14,2016-01-04 08:15:44,2,-73.985,40.78,-73.98,40.785000000000004,N,150,209.93398614041735,0.0
id2693846,2,2016-01-04 08:42:46,2016-01-04 08:49:12,1,-73.97500000000001,40.75,-73.965,40.755,N,386,365.05772857032457,0.0
id3715772,1,2016-01-04 08:27:43,2016-01-04 08:40:27,1,-73.995,40.745,-73.98,40.725,N,764,294.0441348183557,0.0
id2039106,1,2016-01-04 08:11:34,2016-01-04 08:35:33,1,-73.98,40.735,-73.97500000000001,40.76,N,1439,511.87199368608526,0.0
id0127790,2,2016-01-04 08:13:09,2016-01-04 08:22:57,6,-74.0,40.725,-74.0,40.725,N,588,588.0,588.0
id0816126,1,2016-01-04 09:22:28,2016-01-04 09:29:55,2,-73.98,40.77,-73.98,40.765,N,447,805.4054054049934,0.0
id0948587,2,2016-01-04 08:04:54,2016-01-04 08:16:47,1,-73.995,40.74,-73.97,40.775,N,713,158.81456072646563,0.0
id0257807,1,2016-01-04 09:28:42,2016-01-04 09:41:05,1,-74.005,40.75,-73.99,40.755,N,743,509.03248239055677,0.0
id2477564,1,2016-01-04 08:53:15,2016-01-04 09:16:53,2,-73.99,40.730000000000004,-73.99,40.755,N,1418,510.99099099102006,0.0
id2682514,2,2016-01-04 08:19:03,2016-01-04 08:27:34,2,-73.965,40.775,-73.97500000000001,40.755,N,511,213.31701173973275,0.0
id2239470,1,2016-01-04 09:04:46,2016-01-04 09:18:26,1,-73.99,40.730000000000004,-74.005,40.75,N,820,315.5971080511148,0.0
id0013076,2,2016-01-04 08:19:02,2016-01-04 08:44:12,1,-73.98,40.77,-74.01,40.71,N,1510,210.1165608134067,0.0
id3892238,2,2016-01-04 09:24:07,2016-01-04 09:38:46,1,-73.995,40.75,-73.97,40.78,N,879,218.7176286725788,0.0
id2750378,2,2016-01-04 08:25:38,2016-01-04 08:30:56,1,-73.985,40.755,-74.0,40.765,N,318,181.9491144778806,0.0
id0703537,1,2016-01-04 08:55:44,2016-01-04 09:31:55,1,-73.87,40.775,-73.99,40.75,N,2171,194.69432843575748,0.0
id1949346,2,2016-01-04 09:09:33,2016-01-04 09:18:58,1,-73.98,40.775,-73.97,40.755,N,565,235.85931826408805,0.0
id0437189,2,2016-01-04 08:57:21,2016-01-04 09:01:51,2,-73.955,40.72,-73.965,40.715,N,270,255.35126091716634,0.0
id3977869,1,2016-01-04 08:47:34,2016-01-04 09:01:17,1,-73.99,40.755,-73.98,40.745,N,823,575.9189019785449,0.0
id3991728,1,2016-01-04 08:56:10,2016-01-04 09:06:15,1,-73.98,40.76,-73.985,40.745,N,605,350.7776893586286,0.0
id2778198,2,2016-01-04 08:36:14,2016-01-04 08:48:05,1,-73.98,40.72,-74.005,40.71,N,711,283.3906595889965,0.0
id0616867,2,2016-01-04 08:33:12,2016-01-04 08:37:09,1,-73.96000000000001,40.76,-73.955,40.765,N,237,331.6956981014855,0.0
id2260522,1,2016-01-04 09:22:39,2016-01-04 09:36:16,1,-73.955,40.765,-73.985,40.77,N,817,296.39556259568553,0.0
id3918942,1,2016-01-04 08:19:18,2016-01-04 08:21:51,1,-73.99,40.75,-73.99,40.74,N,153,137.83783783786527,0.0
